"weight"|"lat"|"lon"|"Location"|Create Date|Closed Date|Due Date|CaseType|Case Number                                       
1|29.67095482|-95.34776761|5018 NORTHRIDGE, HOUSTON TX 77033|2021-04-14 16:27:22.930|2021-04-15 08:54:21.137|2021-04-18 16:27:22.000|Flooding|12458450-101004641907                             
1|29.6709779|-95.35813655|4563 SUNFLOWER, HOUSTON TX 77051|2020-10-08 17:36:14.677|2020-10-09 13:44:19.257|2020-10-12 17:36:14.000|Flooding|12443840-101004316926                             
1|29.67102523|-95.52513256|8407 S BRAESWOOD, HOUSTON TX 77071|2021-01-07 09:40:27.370|2021-01-07 10:44:20.350|2021-01-11 09:39:00.000|Flooding|12450648-101004472996                             
1|29.67222015|-95.42478172|Intersection 3000 W BELLFORT AVE&10100 BUFFALO SPWY|2020-09-22 16:38:38.850|2020-09-22 19:14:19.493|2020-09-26 16:38:38.000|Flooding|12441952-101004285434                             
1|29.67225684|-95.48310726|5606 VALKEITH, HOUSTON TX 77096|2020-09-21 22:16:08.540|2020-09-22 13:49:19.617|2020-09-25 22:16:08.000|Flooding|12441641-101004284176                             
1|29.67300125|-95.46945669|5101 RUTHERGLENN, HOUSTON TX 77096|2021-02-26 23:07:23.473|2021-03-19 15:49:56.557|2021-03-02 23:07:23.000|Flooding|12454483-101004574908                             
1|29.67306718|-95.36898709|3730 STASSEN, HOUSTON TX 77051|2021-05-24 12:38:19.770|2021-05-24 12:47:46.250|2021-05-28 12:38:19.000|Flooding|12462593-101004698672                             
1|29.6730932|-95.34944002|5022 EDFIELD, HOUSTON TX 77033|2020-09-22 10:44:30.463|2020-09-22 14:34:19.390|2020-09-26 10:44:30.000|Flooding|12441813-101004284723                             
1|29.67321232|-95.49334297|9814 HILLCROFT, HOUSTON TX 77096|2020-10-19 15:30:55.390|2020-10-20 16:19:19.670|2020-10-23 15:30:55.000|Flooding|12444689-101004338903                             
1|29.67444715|-95.25419359|5611 BROOKGLEN, HOUSTON TX 77017|2021-05-03 10:16:50.487|2021-05-03 10:18:34.737|2021-05-07 10:14:00.000|Flooding|101004662920                                      
1|29.67539792|-95.26820364|Intersection 7976 BELLFORT ST&8400 GULF FWY|2021-05-16 19:08:11.687|2021-05-17 08:27:37.747|2021-05-20 19:08:11.000|Flooding|12461243-101004679183                             
1|29.67604567|-95.33404002|5810 SOUTHSEAS, HOUSTON TX 77033|2021-05-23 14:18:15.413|2021-05-24 11:48:46.047|2021-05-27 14:18:15.000|Flooding|12462413-101004697745                             
1|29.67621285|-95.28345602|7643 GLENVIEW, HOUSTON TX 77061|2020-09-22 11:01:10.493|2020-09-23 14:14:19.063|2020-09-26 11:01:10.000|Flooding|12441822-101004284769                             
1|29.67684285|-95.23441731|2214 LINDEN CREEK, HOUSTON TX 77017|2020-08-22 16:15:30.850|2020-08-22 17:45:15.197|2020-08-26 16:15:30.000|Flooding|12438855-101004229767                             
1|29.67684285|-95.23441731|2214 LINDEN CREEK, HOUSTON TX 77017|2020-08-22 16:16:07.397|2020-08-25 16:19:18.660|2020-08-26 16:16:07.000|Flooding|12438855-101004229768                             
1|29.67704996|-95.27367553|8103 GLEN DELL, HOUSTON TX 77061|2021-02-17 09:15:51.923|2021-02-17 11:40:05.587|2021-02-21 09:15:51.000|Flooding|440526-101004546883                               
1|29.67707055|-95.36743708|7830 SCOTT, HOUSTON TX 77051|2021-02-19 23:05:59.610|2021-02-19 23:59:19.173|2021-02-23 23:05:59.000|Flooding|12454044-101004562719                             
1|29.67714065|-95.43909649|3812 LINK VALLEY, HOUSTON TX 77025|2021-05-24 19:07:32.660|2021-05-25 08:36:46.753|2021-05-28 19:04:00.000|Flooding|12462903-101004699665                             
1|29.67736811|-95.27443332|7911 SANTA ELENA, HOUSTON TX 77061|2021-05-27 18:01:00.680|2021-05-27 18:13:49.247|2021-05-31 18:01:00.000|Flooding|12463674-101004704219                             
1|29.67950943|-95.49556401|5900 N BRAESWOOD, HOUSTON TX 77074|2020-07-27 17:45:16.250|2020-07-28 10:34:19.283|2020-07-31 17:45:16.000|Flooding|12436109-101004186696                             
1|29.67951962|-95.46800226|Intersection 5100 N BRAESWOOD BLVD&9050 S RICE AVE|2020-12-13 10:16:57.250|2020-12-17 11:57:41.250|2020-12-17 10:16:57.000|Flooding|12448510-101004447766                             
1|29.68010223|-95.46642521|5018 N BRAESWOOD, HOUSTON TX 77096|2020-11-28 08:30:06.890|2020-11-28 08:49:19.357|2020-12-02 08:30:06.000|Flooding|12447364-101004421651                             
1|29.68016798|-95.46584035|5010 N BRAESWOOD, HOUSTON TX 77096|2020-12-31 23:06:00.587|2021-01-05 09:24:20.553|2021-01-04 23:06:00.000|Flooding|12450143-101004466631                             
1|29.68076944|-95.29110253|7546 EL RANCHO, HOUSTON TX 77087|2020-12-19 13:18:16.437|2020-12-22 11:59:19.997|2020-12-23 13:18:16.000|Flooding|12449119-101004454680                             
1|29.6816723|-95.23836537|5523 TURTLE CREEK, HOUSTON TX 77017|2020-12-19 13:29:50.963|2020-12-21 08:49:20.700|2020-12-23 13:29:50.000|Flooding|12449124-101004454701                             
1|29.68218461|-95.3295864|5938 SOUTHLARK, HOUSTON TX 77033|2021-05-24 10:17:39.743|2021-05-24 10:40:46.007|2021-05-28 10:17:39.000|Flooding|12462500-101004698317                             
1|29.68240514|-95.42717815|Intersection 9428 BUFFALO SPWY&3200 WESTRIDGE ST|2020-08-10 05:35:30.440|2020-08-18 12:43:11.490|2020-08-14 05:35:30.000|Flooding|12437501-101004202818                             
1|29.68249386|-95.4442409|4118 MISCHIRE, HOUSTON TX 77025|2021-02-18 14:08:37.510|2021-02-18 14:29:19.917|2021-02-22 14:08:37.000|Flooding|12453986-101004559074                             
1|29.68260992|-95.33891515|5314 CHENNAULT, HOUSTON TX 77033|2020-09-23 11:57:12.283|2020-09-23 12:39:16.367|2020-09-27 11:57:12.000|Flooding|101004286565                                      
1|29.68283461|-95.52930705|8611 ARIEL, HOUSTON TX 77074|2021-02-26 23:08:17.037|2021-03-19 15:49:26.803|2021-03-02 23:08:16.000|Flooding|12454491-101004574934                             
1|29.68352318|-95.33497744|6801 KASSARINE, HOUSTON TX 77033|2021-01-07 09:06:31.197|2021-01-07 09:54:20.850|2021-01-11 09:06:31.000|Flooding|12450640-101004472928                             
1|29.68359549|-95.45442683|9101 FRANKWAY, HOUSTON TX 77096|2020-09-22 22:18:12.703|2020-09-23 13:29:19.087|2020-09-26 22:18:12.000|Flooding|12442092-101004285932                             
1|29.6837945|-95.2582275|8406 WIER, HOUSTON TX 77017|2020-12-31 12:46:22.173|2021-01-04 15:29:20.960|2021-01-04 12:46:21.000|Flooding|12450071-101004466075                             
1|29.68403422|-95.46341425|4838 JASON, HOUSTON TX 77096|2020-09-30 00:05:55.973|2020-09-30 01:49:20.480|2020-10-04 00:05:55.000|Flooding|12442969-101004295131                             
1|29.68428831|-95.46413297|4949 JACKWOOD, HOUSTON TX 77096|2020-09-29 00:05:48.867|2020-09-29 14:09:18.887|2020-10-03 00:05:48.000|Flooding|12442811-101004293356                             
1|29.68476643|-95.35747718|7136 FOSTER, HOUSTON TX 77021|2020-07-07 10:59:40.293|2020-07-07 11:34:18.720|2020-07-11 10:59:40.000|Flooding|12434172-101004140378                             
1|29.684977|-95.37003459|3634 NOAH, HOUSTON TX 77021|2020-07-14 16:51:27.123|2020-07-15 14:29:19.107|2020-07-18 16:51:26.000|Flooding|12434792-101004150545                             
1|29.68522494|-95.36842056|3726 SEABROOK, HOUSTON TX 77021|2021-05-24 16:38:35.460|2021-05-24 16:51:46.233|2021-05-28 16:38:35.000|Flooding|12462832-101004699409                             
1|29.68531983|-95.38628526|2730 HOLLY HALL, HOUSTON TX 77054|2020-08-05 19:31:06.627|2020-08-05 19:49:18.857|2020-08-09 19:31:06.000|Flooding|12437214-101004198585                             
1|29.68545699|-95.3050084|7005 LONG, HOUSTON TX 77087|2020-08-22 16:01:12.307|2020-08-24 10:24:19.340|2020-08-26 16:01:12.000|Flooding|12438853-101004229758                             
1|29.68639614|-95.39391931|2425 HOLLY HALL, HOUSTON TX 77054|2020-12-21 14:17:30.923|2020-12-22 15:44:20.220|2020-12-25 14:17:30.000|Flooding|12449352-101004456308                             
1|29.68661874|-95.46466823|Intersection 8600 ENDICOTT LN&5000 INDIGO ST|2021-02-11 10:22:23.880|2021-02-11 15:49:21.403|2021-02-15 10:22:23.000|Flooding|12453703-101004542074                             
1|29.68676077|-95.51609846|7402 GRAPE, HOUSTON TX 77074|2020-07-25 18:22:57.300|2020-07-27 15:44:18.217|2020-07-29 18:22:57.000|Flooding|12435945-101004184842                             
1|29.68698012|-95.39886606|2111 HOLLY HALL, HOUSTON TX 77054|2021-02-20 17:31:58.647|2021-02-20 17:44:19.510|2021-02-24 17:31:58.000|Flooding|12454091-101004564059                             
1|29.68727784|-95.51570458|7339 DARNELL, HOUSTON TX 77074|2020-07-25 16:59:33.630|2020-07-27 10:34:19.183|2020-07-29 16:59:33.000|Flooding|12435930-101004184801                             
1|29.68762966|-95.27443904|3803 RIVER, HOUSTON TX 77017|2020-12-04 15:15:37.353|2020-12-17 12:04:03.163|2020-12-08 15:15:37.000|Flooding|12447925-101004428646                             
1|29.68762966|-95.27443904|3803 RIVER, HOUSTON TX 77017|2020-12-08 15:15:34.710|2020-12-17 12:08:39.387|2020-12-12 15:15:34.000|Flooding|12448150-101004432531                             
1|29.68770658|-95.49716754|6002 CAREW, HOUSTON TX 77074|2021-01-06 10:13:50.053|2021-01-07 10:49:20.573|2021-01-10 10:13:49.000|Flooding|12450513-101004471664                             
1|29.68803081|-95.5014554|6213 TANAGER, HOUSTON TX 77074|2020-07-28 00:31:28.053|2020-07-28 10:14:19.273|2020-08-01 00:31:27.000|Flooding|12436149-101004186899                             
1|29.68803081|-95.5014554|6213 TANAGER, HOUSTON TX 77074|2020-09-22 08:16:08.263|2020-09-22 14:49:19.373|2020-09-26 08:16:08.000|Flooding|12441724-101004284415                             
1|29.68803081|-95.5014554|6213 TANAGER, HOUSTON TX 77074|2021-03-10 23:06:24.290|2021-03-19 15:29:31.387|2021-03-14 23:06:24.000|Flooding|12455347-101004590069                             
1|29.68819479|-95.35291909|6825 LONDON, HOUSTON TX 77021|2020-09-22 08:53:33.737|2020-09-22 13:24:19.280|2020-09-26 08:53:33.000|Flooding|12441746-101004284486                             
1|29.68846577|-95.4376391|3803 LINKVIEW, HOUSTON TX 77025|2021-02-17 17:00:53.460|2021-02-17 19:10:18.793|2021-02-21 17:00:53.000|Flooding|440599-101004547605                               
1|29.68880848|-95.36358639|Intersection 3900 FAULKNER ST&7046 SCOTT ST|2021-02-11 20:19:12.683|2021-02-12 10:49:22.057|2021-02-15 20:19:12.000|Flooding|12453756-101004542782                             
1|29.68928536|-95.34690088|Intersection 6700 WESTON ST&4900 YELLOWSTONE BLVD|2021-03-02 11:28:10.700|2021-03-19 15:46:41.100|2021-03-06 11:28:10.000|Flooding|12454679-101004578443                             
1|29.68928717|-95.50382234|Intersection 6900 BISSONNET ST&8300 MCAVOY DR|2020-12-25 07:50:39.577|2020-12-25 08:34:19.740|2020-12-29 07:50:39.000|Flooding|12449649-101004459932                             
1|29.68949534|-95.4694201|5122 BEECHNUT, HOUSTON TX 77025|2021-05-19 16:51:16.863|2021-05-19 20:10:40.670|2021-05-23 16:51:16.000|Flooding|12461909-101004683700                             
1|29.68949534|-95.4694201|5122 BEECHNUT, HOUSTON TX 77025|2021-06-03 14:44:59.687|2021-06-07 05:34:06.630|2021-06-07 14:44:59.000|Flooding|12464617-101004711822                             
1|29.68955725|-95.45688515|4660 BEECHNUT, HOUSTON TX 77025|2020-07-27 01:17:53.367|2020-07-27 01:34:18.767|2020-07-31 01:17:53.000|Flooding|12436007-101004185365                             
1|29.68955779|-95.45723781|4670 BEECHNUT, HOUSTON TX 77025|2020-09-22 00:05:45.403|2020-09-22 13:34:19.023|2020-09-26 00:05:45.000|Flooding|12441655-101004284225                             
1|29.68973694|-95.60199624|8014 EMPEROR, HOUSTON TX 77072|2020-09-23 08:05:14.443|2020-09-24 13:14:18.913|2020-09-27 08:05:14.000|Flooding|12442141-101004286077                             
1|29.68984004|-95.57833145|11258 HAZEN, HOUSTON TX 77072|2020-09-07 15:32:53.027|2020-09-08 09:39:18.507|2020-09-11 15:32:52.000|Flooding|12440216-101004267492                             
1|29.68984004|-95.57833145|11258 HAZEN, HOUSTON TX 77072|2020-12-19 12:32:29.160|2020-12-22 12:29:20.337|2020-12-23 12:32:29.000|Flooding|12449281-101004454622                             
1|29.68987589|-95.24860487|1430 AUBERT, HOUSTON TX 77017|2020-12-31 12:19:23.790|2020-12-31 12:39:20.497|2021-01-04 12:19:23.000|Flooding|12450048-101004466017                             
1|29.69014431|-95.58252688|8107 BELLE PARK, HOUSTON TX 77072|2020-11-27 14:41:06.367|2020-11-30 15:29:20.080|2020-12-01 14:41:06.000|Flooding|12447313-101004421257                             
1|29.69060429|-95.60074593|Intersection 7938 DAIRY VIEW LN&12500 PROSPERITY RIVER CT|2020-09-22 09:12:36.520|2020-09-22 12:04:19.347|2020-09-26 09:12:36.000|Flooding|12441762-101004284528                             
1|29.69061995|-95.6005404|7935 DAIRY VIEW, HOUSTON TX 77072|2020-09-22 22:43:15.727|2020-09-23 08:54:19.600|2020-09-26 22:43:15.000|Flooding|12442107-101004285953                             
1|29.69076775|-95.60373543|7991 DAIRY ASHFORD, HOUSTON TX 77072|2021-04-08 12:38:07.947|2021-04-08 15:24:21.610|2021-04-12 12:38:07.000|Flooding|12457918-101004634257                             
1|29.69147307|-95.34622402|6518 WESTON, HOUSTON TX 77021|2021-04-09 12:26:24.327|2021-04-09 12:44:22.060|2021-04-13 12:26:24.000|Flooding|12458052-101004635897                             
1|29.69167283|-95.57091263|7909 WILCREST, HOUSTON TX 77072|2021-05-25 11:52:27.483|2021-05-25 14:34:46.843|2021-05-29 11:52:27.000|Flooding|12463028-101004700363                             
1|29.69187112|-95.50191365|8110 ALBACORE, HOUSTON TX 77074|2020-09-22 12:02:28.017|2020-09-23 10:54:18.710|2020-09-26 12:02:27.000|Flooding|12441867-101004284933                             
1|29.69192636|-95.54683604|7991 KENDALIA, HOUSTON TX 77036|2021-02-20 11:20:21.817|2021-02-21 20:54:19.903|2021-02-24 11:20:21.000|Flooding|12454072-101004563349                             
1|29.69224907|-95.56823735|10719 HAZEN, HOUSTON TX 77072|2021-05-25 11:57:28.763|2021-05-26 08:50:47.710|2021-05-29 11:57:28.000|Flooding|12463029-101004700373                             
1|29.69230231|-95.60052141|7807 DAIRY VIEW, HOUSTON TX 77072|2020-09-23 09:59:37.923|2020-09-24 13:24:19.110|2020-09-27 09:59:37.000|Flooding|12442162-101004286272                             
1|29.69239081|-95.25170672|4834 MICHAEL, HOUSTON TX 77017|2021-05-25 13:12:36.360|2021-05-26 11:34:47.970|2021-05-29 13:12:36.000|Flooding|12463051-101004700527                             
1|29.69520235|-95.35234217|6330 EASTWOOD, HOUSTON TX 77021|2021-05-23 11:00:15.777|2021-05-24 10:32:46.270|2021-05-27 11:00:15.000|Flooding|12462399-101004697648                             
1|29.69540163|-95.35226137|6322 EASTWOOD, HOUSTON TX 77021|2021-05-23 18:15:20.137|2021-05-24 10:26:46.140|2021-05-27 18:15:20.000|Flooding|12462448-101004697859                             
1|29.69600412|-95.3074098|6604 S LOOP, HOUSTON TX 77087|2020-12-19 14:17:48.320|2020-12-22 08:39:20.703|2020-12-23 14:17:47.000|Flooding|12449141-101004454787                             
1|29.69610747|-95.3836994|2960 ALICE, HOUSTON TX 77054|2021-03-01 23:06:33.570|2021-03-19 15:45:32.503|2021-03-05 23:06:33.000|Flooding|12454637-101004577816                             
1|29.69667486|-95.34556807|4616 KINGSBURY, HOUSTON TX 77021|2021-01-19 11:41:05.850|2021-01-19 11:59:21.747|2021-01-23 11:41:05.000|Flooding|12451676-101004496224                             
1|29.69669482|-95.50789253|7046 SHARPCREST, HOUSTON TX 77074|2020-09-28 21:11:41.360|2020-09-29 10:24:18.820|2020-10-02 21:11:41.000|Flooding|12442809-101004293319                             
1|29.69815624|-95.51904892|7505 SOUTHWEST, HOUSTON TX 77074|2021-02-21 23:09:34.590|2021-02-21 23:49:19.033|2021-02-25 23:09:34.000|Flooding|12454150-101004565518                             
1|29.69886736|-95.572007|10915 SHARPVIEW, HOUSTON TX 77072|2021-06-09 15:08:39.777|2021-06-10 07:43:51.987|2021-06-13 15:08:39.000|Flooding|12465509-101004719498                             
1|29.6990743|-95.60723663|7207 LONGVINE, HOUSTON TX 77072|2021-05-29 17:17:29.843|2021-06-01 10:19:53.460|2021-06-02 17:17:29.000|Flooding|12463924-101004706421                             
1|29.69926746|-95.41104961|7514 MAIN, HOUSTON TX 77030|2020-10-03 11:01:01.940|2020-10-03 11:54:19.050|2020-10-07 11:01:01.000|Flooding|12443303-101004309765                             
1|29.70011329|-95.58288578|Intersection 7300 BELLE PARK DR&11600 STROUD DR|2021-01-04 12:03:35.237|2021-01-05 14:09:21.237|2021-01-08 12:03:35.000|Flooding|12450282-101004468688                             
1|29.7030964|-95.3320464|Intersection 5100 DITMAS LN&5200 NASSAU RD|2021-05-24 16:39:06.600|2021-05-25 09:51:46.763|2021-05-28 16:39:06.000|Flooding|12462829-101004699411                             
1|29.70312164|-95.60829452|12811 BELLAIRE, HOUSTON TX 77072|2020-07-23 18:02:05.963|2020-07-24 14:24:18.880|2020-07-27 18:02:05.000|Flooding|12435712-101004182660                             
1|29.70570719|-95.30043947|6602 KELLER, HOUSTON TX 77087|2021-02-18 23:06:28.723|2021-02-19 00:09:19.480|2021-02-22 23:06:28.000|Flooding|12454005-101004560295                             
1|29.7062301|-95.40301521|Intersection 6800 FANNIN ST&1102 HOLCOMBE BLVD|2021-05-23 14:54:04.590|2021-05-24 16:05:46.193|2021-05-27 14:54:04.000|Flooding|12462425-101004697767                             
1|29.70624538|-95.40506738|Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MA|2021-05-23 14:26:50.450|                   NULL|2021-05-27 14:26:50.000|Flooding|12462414-101004697747                             
1|29.70624538|-95.40506738|Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MA|2021-05-23 19:32:50.740|2021-05-23 19:34:27.117|2021-05-27 19:32:50.000|Flooding|12462414-101004697883                             
1|29.70624538|-95.40506738|Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MA|2021-05-23 23:41:45.663|2021-05-24 00:10:21.993|2021-05-27 23:41:45.000|Flooding|12462414-101004697918                             
1|29.70624538|-95.40506738|Intersection 1000 HOLCOMBE BLVD&2100 W HOLCOMBE BLVD&6800 MA|2021-05-29 05:27:05.063|2021-06-01 08:09:53.270|2021-06-02 05:27:00.000|Flooding|12463848-101004705918                             
1|29.7069641|-95.40526494|6800 MAIN, HOUSTON TX 77030|2020-07-25 11:05:47.907|2020-07-26 07:44:18.707|2020-07-29 11:05:47.000|Flooding|12435893-101004184513                             
1|29.70829782|-95.30570988|Intersection 6346 GRIGGS RD&6500 GULF FWY|2020-09-22 07:26:01.810|2020-09-22 13:34:19.057|2020-09-26 07:26:01.000|Flooding|12441695-101004284340                             
1|29.70873411|-95.32059305|2905 LIPSCOMB, HOUSTON TX 77023|2020-08-21 12:34:59.117|2020-08-21 15:59:18.710|2020-08-25 12:34:59.000|Flooding|12438710-101004228387                             
1|29.70900662|-95.29804436|6802 KERNEL, HOUSTON TX 77087|2021-02-22 13:25:31.760|2021-02-22 13:44:19.190|2021-02-26 13:25:31.000|Flooding|12454175-101004566689                             
1|29.70933012|-95.30526542|6423 GULF, HOUSTON TX 77023|2020-09-22 22:18:40.360|2020-09-23 10:34:18.863|2020-09-26 22:18:40.000|Flooding|12442100-101004285945                             
1|29.70980214|-95.3330086|Intersection 5120 OLD SPANISH TRL&4912 TEXAS SPUR 5|2020-09-22 07:48:12.770|2020-09-22 11:29:19.787|2020-09-26 07:48:12.000|Flooding|12441709-101004284368                             
1|29.70993088|-95.38077671|2402 CHARLESTON, HOUSTON TX 77021|2021-06-22 19:38:14.250|2021-06-23 11:08:24.630|2021-06-26 19:38:14.000|Flooding|12467243-101004766064                             
1|29.71029548|-95.25494561|9701 LAWNDALE, HOUSTON TX 77017|2020-07-22 23:06:15.633|2020-07-23 17:34:18.640|2020-07-26 23:05:00.000|Flooding|12435565-101004181210                             
1|29.71111981|-95.25956479|9570 LAWNDALE, HOUSTON TX 77012|2020-12-19 21:53:06.913|2020-12-21 05:49:19.760|2020-12-23 21:49:00.000|Flooding|12449183-101004455048                             
1|29.71123565|-95.58365459|4310 CARNELIAN, HOUSTON TX 77072|2021-05-20 16:36:37.983|2021-05-21 08:44:41.330|2021-05-24 16:36:37.000|Flooding|12462112-101004685250                             
1|29.71216719|-95.49746677|6500 SANDS POINT, HOUSTON TX 77074|2021-02-22 23:05:53.403|2021-03-19 16:31:46.643|2021-02-26 23:05:53.000|Flooding|12454198-101004567756                             
1|29.71277802|-95.5181312|6122 MARINETTE, HOUSTON TX 77036|2021-04-08 12:08:50.130|2021-04-09 09:14:21.290|2021-04-12 12:08:50.000|Flooding|12457738-101004633389                             
1|29.71283259|-95.51782754|7545 BELLERIVE, HOUSTON TX 77036|2020-09-22 00:05:42.497|2020-09-22 13:09:19.017|2020-09-26 00:05:42.000|Flooding|12441654-101004284224                             
1|29.71294106|-95.50918391|7207 CRYSTAL, HOUSTON TX 77036|2021-06-25 15:01:53.340|                   NULL|2021-06-29 15:01:53.000|Flooding|12467675-101004770161                             
1|29.7131399|-95.377853|Intersection 2400 N MACGREGOR WAY&0 SOUTH FWY|2021-05-18 22:59:02.647|2021-05-19 12:22:40.120|2021-05-22 22:59:02.000|Flooding|12461591-101004682341                             
1|29.71337655|-95.58266687|4100 BELLE PARK, HOUSTON TX 77072|2021-02-18 23:08:18.200|2021-02-19 00:04:19.133|2021-02-22 23:08:18.000|Flooding|12454011-101004560359                             
1|29.71387245|-95.32631704|2554 MUNGER, HOUSTON TX 77023|2020-08-27 16:00:14.530|2020-08-31 10:24:19.183|2020-08-31 16:00:14.000|Flooding|12439485-101004245618                             
1|29.71399045|-95.26635152|Intersection 802 E IH 610 LOOP S&8900 LAWNDALE ST|2020-08-03 14:25:17.123|2020-08-03 14:27:39.233|2020-08-07 14:25:17.000|Flooding|12436878-101004194768                             
1|29.71447778|-95.37127686|5511 ENNIS, HOUSTON TX 77004|2021-02-19 23:05:41.750|2021-02-19 23:34:19.110|2021-02-23 23:05:41.000|Flooding|12454042-101004562711                             
1|29.71463311|-95.35250745|3842 ARBOR, HOUSTON TX 77004|2020-08-17 14:51:00.833|2020-08-19 06:18:35.333|2020-08-21 14:51:00.000|Flooding|12438183-101004222374                             
1|29.71517723|-95.47527466|5420 ASHBROOK, HOUSTON TX 77081|2021-02-07 10:00:46.283|2021-02-07 10:29:21.910|2021-02-11 10:00:46.000|Flooding|12453324-101004537334                             
1|29.71527107|-95.33337154|4907 TEXAS SPUR 5, HOUSTON TX 77004|2020-11-27 16:55:16.917|2020-12-17 12:30:34.437|2020-12-01 16:55:16.000|Flooding|12447334-101004421444                             
1|29.71556279|-95.33483126|Intersection 4900 TEXAS SPUR 5&4900 WHEELER ST|2020-09-21 15:04:23.437|2020-09-23 10:34:18.923|2020-09-25 15:04:23.000|Flooding|12441570-101004283757                             
1|29.71584642|-95.60375905|12406 SHADOW DUST, HOUSTON TX 77082|2021-02-15 23:06:11.933|2021-02-18 00:49:19.390|2021-02-19 23:06:11.000|Flooding|12453910-101004545293                             
1|29.71599619|-95.47527561|5419 GULFTON, HOUSTON TX 77081|2020-10-22 16:59:27.190|2020-10-23 09:19:19.670|2020-10-26 16:59:27.000|Flooding|12445026-101004343324                             
1|29.71792848|-95.39517954|6238 FANNIN, HOUSTON TX 77004|2020-07-30 08:01:13.330|2020-07-30 08:24:18.530|2020-08-03 08:01:13.000|Flooding|12436487-101004189988                             
1|29.71869287|-95.35575876|Intersection 4100 CANFIELD ST&3500 RUTH ST|2021-05-25 15:22:35.273|2021-05-26 12:09:47.850|2021-05-29 15:21:00.000|Flooding|12463092-101004700823                             
1|29.71902957|-95.49839329|6603 HARWIN, HOUSTON TX 77036|2021-06-22 07:06:13.603|2021-06-22 11:04:23.180|2021-06-26 07:06:13.000|Flooding|12467048-101004764503                             
1|29.72021298|-95.46809378|Intersection 5100 GLENMONT DR&5700 S RICE AVE|2020-09-22 07:30:26.427|2020-09-22 10:49:18.577|2020-09-26 07:30:26.000|Flooding|12441698-101004284346                             
1|29.720864|-95.35447617|3602 EAGLE, HOUSTON TX 77004|2021-02-11 17:56:38.560|2021-02-12 10:44:21.807|2021-02-15 17:56:38.000|Flooding|12453752-101004542736                             
1|29.720864|-95.35447617|3602 EAGLE, HOUSTON TX 77004|2021-02-18 11:32:54.440|2021-02-19 15:19:19.053|2021-02-22 11:32:54.000|Flooding|12453979-101004558556                             
1|29.72129271|-95.35414038|3607 EAGLE, HOUSTON TX 77004|2021-02-11 15:31:09.917|2021-02-12 10:14:21.393|2021-02-15 15:31:09.000|Flooding|12453734-101004542539                             
1|29.72129271|-95.35414038|3607 EAGLE, HOUSTON TX 77004|2021-02-17 09:22:13.080|2021-02-17 14:44:57.887|2021-02-21 09:22:12.000|Flooding|101004546891                                      
1|29.72146218|-95.52030936|Intersection 5600 FONDREN RD&8800 WESTPARK DR|2021-03-17 11:36:29.170|2021-03-19 15:23:51.130|2021-03-21 11:36:29.000|Flooding|12455800-101004607278                             
1|29.72203262|-95.51394655|Intersection 3960 DUNVALE RD&8600 WESTPARK DR|2020-09-22 01:26:15.400|2020-09-22 12:29:19.510|2020-09-26 01:26:15.000|Flooding|12441666-101004284255                             
1|29.7221525|-95.45920823|5505 W LOOP S, HOUSTON TX 77081|2020-09-28 08:31:00.943|2020-09-29 15:44:19.067|2020-10-02 08:31:00.000|Flooding|12442704-101004291886                             
1|29.72379298|-95.60642993|Intersection 3500 ASHLOCK DR&12550 WESTPARK DR|2021-04-14 12:55:52.957|2021-04-14 13:09:22.340|2021-04-18 12:55:52.000|Flooding|12458421-101004641550                             
1|29.72408528|-95.31120005|6601 MEADOWLAWN, HOUSTON TX 77023|2020-09-22 22:18:35.593|2020-09-23 14:59:19.687|2020-09-26 22:18:35.000|Flooding|12442099-101004285943                             
1|29.72456356|-95.40444939|1821 WROXTON, HOUSTON TX 77005|2021-02-18 10:24:58.370|2021-02-19 12:04:19.270|2021-02-22 10:24:58.000|Flooding|12453978-101004558372                             
1|29.72475244|-95.31127156|Intersection 6600 LAWNDALE ST&1200 S WAYSIDE ST|2020-09-22 05:49:29.300|2020-09-22 10:59:19.210|2020-09-26 05:49:29.000|Flooding|12441679-101004284296                             
1|29.72492437|-95.31075323|1199 S WAYSIDE, HOUSTON TX 77023|2020-09-22 22:18:40.330|2020-09-23 15:49:19.543|2020-09-26 22:18:40.000|Flooding|12442101-101004285944                             
1|29.72588229|-95.33766957|4534 CALHOUN, HOUSTON TX 77004|2020-12-17 23:06:01.880|2020-12-22 05:59:19.883|2020-12-21 23:06:01.000|Flooding|12449026-101004453256                             
1|29.72592204|-95.61785597|3111 HOLLOW CREEK, HOUSTON TX 77082|2021-01-27 23:05:32.550|2021-01-28 15:09:20.980|2021-01-31 23:05:32.000|Flooding|12452466-101004506706                             
1|29.72592204|-95.61785597|3111 HOLLOW CREEK, HOUSTON TX 77082|2021-02-03 23:07:25.120|2021-02-04 11:59:21.267|2021-02-07 23:07:24.000|Flooding|12453074-101004514241                             
1|29.72622849|-95.33817943|Intersection 4328 ELGIN ST&2300 S LOCKWOOD DR|2020-09-20 16:47:31.120|2020-09-20 17:09:18.920|2020-09-24 16:47:30.000|Flooding|12441456-101004282628                             
